"id"	"novel_name"	"novel_author"	"novel_click"	"novel_count"	"novel_type"	"novel_recommend"	"novel_detail"	"time"	"url"
"122"	"炼气五千年"	"白日飞升"	"37.4万点击"	"123.8万字"	"[都市, 校园, 强者]"	"14推荐"	"  修真天才被困在炼气期五千年。且看男主混迹都市，如何突破桎梏，登临巅峰。 "	"更新时间：2020-12-31 10:31:00"	"http://www.shuhai.com/book/59386.htm"
"123"	"相犬禁忌"	"开水豆腐"	"31.2万点击"	"134.8万字"	"[悬疑, 鉴宝, 盗墓, 山村, 冒险]"	"693推荐"	"  一群自诩“皮仙”的人掌控都市大部分产业，控制经济命脉，并且想要找到皮仙的核心宝物“六神玉”，价值连城。主角牧天宝卷入其中，被迫重出江湖，利用自身“占手”的本事，和皮仙斗智斗勇。 "	"更新时间：2022-06-14 08:15:00"	"http://www.shuhai.com/book/103808.htm"
"124"	"玄幻：开局吞噬火鸾，镇压九重天"	"日月同辉"	"63.8万点击"	"98.5万字"	"[玄幻, 热血, 修仙, 碾压, 洪荒]"	"66推荐"	"  无尽洪荒，九天十地，有神禽展翅，撕裂万古青天；有凶兽怒吼，震落星辰无数……  在这个诸圣争霸、万灵逐鹿的时代，秦昊自云莽大山中崛起，战诸天、伐万界，拳碎魔域亿万里，剑斩天界十万仙…… "	"更新时间：2022-06-26 23:00:00"	"http://www.shuhai.com/book/109928.htm"
"125"	"我的猎玉生涯"	"辰"	"48.4万点击"	"143.3万字"	"[都市, 鉴宝]"	"0推荐"	"  一刀穷一刀富，刀下是让人贪念大作的帝王种翡翠，更是尔虞我诈的翡翠江湖，而我将带你真正了解翡翠下的江湖。  作品亮点；特殊职业文，贴紧现实代入感强烈，各种角色设定、剧情设定容易引起读者的情感共鸣。 "	"更新时间：2020-10-31 19:12:00"	"http://www.shuhai.com/book/58876.htm"
"126"	"异界之九转龙象功"	"唐三丈"	"241.7万点击"	"73.3万字"	"[玄幻, 废材流, 练功流, 升级, 修仙]"	"335推荐"	"  黄粱梦醒，业余杀手唐旭竟然成了声名狼藉的纨绔大少，拥有传说中的龙象真气，在异世界竟能汲取到各种动漫人物的特殊技能，瞬步、写轮眼、沙瀑送葬、散魂铁爪……  热血澎湃的激斗，激情与欲望的诱惑，唐旭将二次元绝技化为现实，追寻着强者的足迹，将绚丽的异世界的面纱缓缓揭开，最终成为了无人能撼的巅峰之神，踏上了通往另一个更神秘的世界。 "	"更新时间：2017-07-20 15:00:02"	"http://www.shuhai.com/book/295.htm"
"127"	"九转金身"	"长天一剑"	"382.4万点击"	"247.7万字"	"[玄幻, 热血]"	"16966推荐"	"  太古圣文，极道九转。  玄门八卦，晓地通天。  能者，可上至青冥，下达九幽，一手荡乾坤，只手碎星河。  登天之路，仅有一条，欲通过者，唯有杀杀杀！  且看一普通少年如何林立星空之巅。  九九世界，欲登极天！ "	"更新时间：2018-03-22 17:17:17"	"http://www.shuhai.com/book/1935.htm"
"128"	"龙胎秘记"	"张家四叔."	"253.5万点击"	"189.3万字"	"[悬疑, 鉴宝, 盗墓, 风水, 探宝]"	"696推荐"	"  【2020最火冒险文】  全网第一本解密万物结“胎”的惊悚冒险文。  万物是个孕育的过程，墓葬风水亦是如此，俗话说“树生木龙胎，墓生阴龙胎，地生葬龙胎”，葬入好的风水宝地，后人化龙变凤，福泽千秋百世，反之葬入大凶之地，后患无穷。 "	"更新时间：2022-08-20 17:45:44"	"http://www.shuhai.com/book/90454.htm"
"129"	"最强典当专家"	"青鬼鬼少"	"34.6万点击"	"63.8万字"	"[都市, 机智, 阳光]"	"11推荐"	"  一表在手，天下我有！本来只是一个普通高中生的孙迪上午还在因为多管闲事惹下麻烦而烦恼，可有了手表之后一切都不一样了！ "	"更新时间：2014-10-12 22:25:38"	"http://www.shuhai.com/book/32302.htm"
"130"	"地骨诡师"	"开水豆腐"	"17.4万点击"	"80.7万字"	"[都市, 凶案, 刑侦, 勇猛]"	"82推荐"	"  地骨师是一种极其稀有的职业，能呼风雨唤雷电，通阴阳晓五行。 "	"更新时间：2019-05-25 22:31:49"	"http://www.shuhai.com/book/49836.htm"
"131"	"四胎奶爸：孩子妈身价千亿"	"安静的美男子本尊"	"46.7万点击"	"103.4万字"	"[都市, 系统, 爽文, 阳光, 护短]"	"231推荐"	"  苏木失恋后，醉酒一觉醒来却发现自己被富婆捡尸了……富婆很无情，流血不流泪。  再见，看着膝下的四小只奶团……苏木凌乱了。  “这些……都是我的孩子……”  绑定奶爸系统。  【给孩子们树立核心价值观。】  【奖励：一千万！】  【给孩子们培养兴趣爱好】  【奖励：画画大师……】  ……  从此，一个全能神豪奶爸崛起。 "	"更新时间：2021-04-20 10:00:00"	"http://www.shuhai.com/book/98544.htm"
"132"	"绝世杀神"	"梦想在飞揚"	"384.0万点击"	"210.1万字"	"[玄幻, 升级, 热血, 爽文, 杀手]"	"18881推荐"	" 一代杀手之王穿越异界重生会掀起异界怎么样的腥风血雨翻手为云覆手为雨霸气凛然唯吾独尊匹夫一怒血溅五步帝王一怒伏尸千里杀神一怒苍生哭泣我心向恶苍生何尔新书万古主宰 "	"更新时间：2017-06-26 21:57:58"	"http://www.shuhai.com/book/39220.htm"
"133"	"玄幻：天赋提取系统"	"亮亮生辉"	"30.0万点击"	"43.9万字"	"[玄幻, 系统, 升级, 热血, 冒险]"	"23推荐"	"  一个天生没有灵根的少年，机缘巧合下激活天赋提取系统。  你仙品灵根又如何？  我能一键提取天赋！  你有神级功法又如何？  我有神级天赋技！  …… "	"更新时间：2022-04-25 23:00:00"	"http://www.shuhai.com/book/110108.htm"
"134"	"翡翠宝鉴"	"辰"	"50.8万点击"	"201.4万字"	"[都市, 鉴宝, 爽文, 机智]"	"33推荐"	"  立志振兴祖业的我迎来的不是一刀天堂，而是一刀地狱。两年混沌，无意中我发现当初的一切不过是一场收割韭菜的骗局。  至此，我带着满腔恨意，踏上了复仇的道路。  无论前路多么艰难险阻遍布荆棘，我都要誓死踏平，只为抚平胸中恨意，祭奠失去的双指。  假皮假色假贴面，传统的造假手法我了然于胸。  探孔掏心伪种水，新兴的科技造假却在我面前层层拉开了面纱。  赌石，赌的是眼力，赌的亦是命运。 "	"更新时间：2022-01-11 10:24:00"	"http://www.shuhai.com/book/101514.htm"
"135"	"雾海秘境"	"开水豆腐"	"109.4万点击"	"109.7万字"	"[悬疑, 扮猪吃虎, 冒险, 勇猛, 机智]"	"320推荐"	"  30多年前，一艘科考船在南海失踪。  搜寻队在海中找到科考队长，他人已经疯了。  后来有渔民在海中拍摄到古城照片，引得世界探险家趋之若鹜。  张千帆的父亲也在其中，结果出海一去不复返。  张千帆受人雇佣出海寻找父亲，意外得到一只古镜。  谁都没有想到，古镜竟然隐藏着令人毛骨悚然的绝密…… "	"更新时间：2023-11-08 20:00:00"	"http://www.shuhai.com/book/110812.htm"
"136"	"全民：锻造师弱？开局打造流刃若火"	"我是小嘟嘟"	"17.4万点击"	"15.3万字"	"[都市, 废材流, 升级, 无敌流, 碾压]"	"0推荐"	"  易凡穿越到一个全民觉醒的世界，在这里，每一个人都能够觉醒特殊职业，对抗异兽狂潮，捍卫人类最后的生存空间。  易凡觉醒的铸造师职业，在这个以异能、超能、热核武为主的时代，是一个不折不扣的垃圾职业，吊车尾的存在，易凡也因此被同学、老师和学院歧视对待。但谁都不知道，他还拥有【诸天万界锻造系统】！  你是SSS级职业觉醒者煙虚火凰？我这有一把刀，名为流刃若火，赠予你如何。  你是SSS级职业觉醒者虚无死烬？我这有一把刀，名为初代鬼彻，赠予你如何。  你是SSS级职业觉醒者玄冰女帝？我还有一把刀，名为霜之哀伤，赠予你如何。  多年后，  当易凡遭遇百年难得一遇的狂兽潮时，一个又一个绝世罕见的超级强者出现，她们簇拥着易凡，仿佛众星捧月一般，惊呆了一众围观群众。  来，你再说一声，铸造师弱？  【全民】+【锻造师】+【诸天万界至高神器】+【无敌爽文】+【热血】+【异兽】 "	"更新时间：2023-05-23 23:00:00"	"http://www.shuhai.com/book/110851.htm"
"137"	"重生之都市神医"	"拈花笑"	"172.7万点击"	"117.8万字"	"[都市, 神医, 丹药, 升级, 轻松]"	"160推荐"	"  古代神医附身现代宅男，神奇医术加上超级功法，激情的碰撞将发生什么样的化学反应，他将如何应对？财富唾手可得，他又怎样从容下手？最终他将走向什么样的颠峰？ "	"更新时间：2012-11-28 22:07:51"	"http://www.shuhai.com/book/673.htm"
"138"	"狼人日记"	"云中君"	"148.0万点击"	"63.5万字"	"[都市, 热血]"	"299推荐"	"  你是否厌倦了一成不变的生活？你是否也向往着狂野的野外？在一次次与野兽的殊死搏斗中得到历练，在一次次绝境中获得重生，这是一个普通人流落野外，变成狼人的故事！（另创书友群****，欢迎加入与作者互动！） "	"更新时间：2020-11-02 10:35:03"	"http://www.shuhai.com/book/46017.htm"
"139"	"龙脉战皇"	"叶宇"	"438.3万点击"	"104.5万字"	"[玄幻, 升级, 战神, 剑]"	"616推荐"	"  苍冥大陆，天域浩瀚，武者以开辟武脉承载武道，少年云铮武脉被废，却因祸得福，觉醒嗜血龙魂脉源，从此踏天改命，登临武道巅峰。这是一个绝傲少年一步步铁血至尊的故事，凡挡我道者，杀无赦！ "	"更新时间：2019-02-15 22:13:00"	"http://www.shuhai.com/book/46449.htm"
"140"	"盗墓笔记之寻龙图"	"今听雨"	"198.9万点击"	"61.2万字"	"[都市, 精品]"	"387推荐"	"  寻龙图最初为商周时期一位名叫阴阳子的风水大师所著，记载了当时商周时期两座大墓和一座古遗迹祭坛所在的位置，后又加以推演，得三处真龙宝地，留言，得三可得天下之说，后被明代道士阳炎子所研究续写，后该道士改姓柳，为一权贵师爷，利用此权利之便，推演出九处真龙宝地，序言，得九为至尊，则不死，该图后因不明原因失踪，柳姓后人得知一二线索，而追查数百年并无得到，为一谜团。  主人公退伍前的一场神秘任务而引发的一系列事件，退伍后，虽时隔多年，仍然耿耿于怀，于是展开了查明真相之路，不断的探索，找寻，使这件事越来越扑朔迷离，他发现，这里面竟然隐藏着惊天秘密，一座座古墓，一座座古遗迹中，不仅藏着惊天之谜，还有着危险重重。 "	"更新时间：2018-03-03 18:00:00"	"http://www.shuhai.com/book/44762.htm"
"141"	"异世界的作弊代码"	"扶桑幽火"	"31.5万点击"	"58.0万字"	"[玄幻, 热血, 冒险, 游戏, 励志]"	"181推荐"	"  这是一个NPC把主角玩废的故事。月之大陆风谲云诡，且看少年冬笛如何玩转作弊代码，解锁上古密卷。神龙之子？奴隶十二？游戏NPC？一切皆有法缘。  平凡的他与一个现代社会而来的穿越者相遇了，两人之间会有怎样的碰撞？到底是自带光环的穿越者强些？还是看似普普通通的他更胜一筹？ "	"更新时间：2020-05-30 21:30:00"	"http://www.shuhai.com/book/57309.htm"
"142"	"这个武渣不好惹"	"火山中的鱼"	"79.8万点击"	"152.9万字"	"[玄幻, 练功流, 升级, 热血]"	"150推荐"	"  叶牧原本资质平庸，被林浩，赵丽这对狗男女暗算后因祸得福，自此拥有了九生十世的记忆，前几世逆天改命，终究没能逃过苍天，这一世，叶牧化九世为一世，最终修成上古神尊，灭天改地… "	"更新时间：2020-10-08 10:24:00"	"http://www.shuhai.com/book/58562.htm"
"143"	"武定三国"	"愚公道"	"29.0万点击"	"20.7万字"	"[历史, 武术, 练功流, 武, 三国]"	"5推荐"	"  被人暗害的袁郗，一睁眼来到三国，袁郗已经变成袁熙。  拥有四世三公的家世，北方霸主的老爹。  可就他就是谁也看不起的无能二少袁熙。  既然再次活过来，就要活出一个样子。  袁熙趁养病的机会先用武功和人格魅力说服了赵子龙。  然后几句话让父亲对他的印象大大改观。让他镇守幽州。并且答应他的要求派了田丰和鞠义辅佐他。  袁熙为了改善民生不惜抵押了官衙，然后用三项技术彻底改变了幽州寒冷的冬日取暖问题。  不但把钱赚了回来，而且为以后发展积累了初步资金。  同时获得了田丰和鞠义的效忠。  公元197年，吕布战败，袁熙派赵云和鞠义救下了吕布大半手下，并许诺为吕布报酬为交换条件，获得了他们的忠心。  两年后，他有救下父亲一次，奈何历史车轮太重，袁绍还是去了。曹操趁势想夺了河北。  袁熙无奈，带人南下用计夺了东吴。  从此替代孙权成了三国演义的主角之一。看袁熙如何挫败诸葛亮，计灭司马懿。  坐镇南方创下大汉基业！ "	"更新时间：2021-03-10 00:35:12"	"http://www.shuhai.com/book/101567.htm"
"144"	"玄幻：这个反派有点强"	"山不转"	"30.7万点击"	"39.6万字"	"[玄幻, 系统, 爽文, 捡功法]"	"20推荐"	"  扶苏表示很无奈，才穿越就成了气运之子的对头。  关键是，我他喵什么都没做啊！  嫉妒？  就因为我扶苏是仙界谪仙，顶级不朽世家世子，出生紫气  东来十万里的绝世天才？我扶苏有大帝之姿？  气运之子红了眼。  扶苏：“看来在这个混乱的世界，帅注定也是一种罪过。”  怕被抢主角光环斗争的气运之子们，全然不知，一个靠着  狩猎气运之子的无敌大反派已然觉醒！ "	"更新时间：2021-04-26 15:00:00"	"http://www.shuhai.com/book/101475.htm"
"145"	"龙武战神"	"菠萝"	"18.9万点击"	"44.7万字"	"[玄幻, 热血, 战神, 争霸, 爽文]"	"145推荐"	"  为调查父亲死因，寻找父亲尸首，江澧踏遍古星各个角落，不得已卷入帝国纷争，掀开了惊天阴谋的冰山一角。  天阶契魂？不好意思，像这种级别的我有十几个！  神族不认可我？那我就自己做神族首领！  星空蛮兽？一枪一个！ "	"更新时间：2021-08-15 08:18:00"	"http://www.shuhai.com/book/101729.htm"
"146"	"诡钓日记"	"神童欧巴"	"34.7万点击"	"54.2万字"	"[悬疑, 道士, 神符, 风水]"	"55推荐"	"  仁者乐山，渔者乐水，每一个钓鱼人心里都藏着一片江湖，我是钓鱼高手，从不空军，我钓了一只高跟鞋，它竟然还会动…… "	"更新时间：2023-06-29 21:10:07"	"http://www.shuhai.com/book/58134.htm"
"147"	"超品圣手神医"	"骑着乌龟偷电线"	"131.1万点击"	"99.8万字"	"[都市, 神医, 爆笑, 爽文, 轻松]"	"32推荐"	"  小小赤脚郎，  心中大世界。  一个小小郎中，背负着巨大的秘密，一步一个脚印，从孤身一人至亲朋满座。  我用我的强大，换取你们的快乐；  我用我的医术，换取你们的健康。  且看我，一个装着大世界的小小郎中，纵游花丛中。什么邻家美女，什么傲娇女强人，通通别跑，快到朕的怀中！ "	"更新时间：2019-11-12 17:01:40"	"http://www.shuhai.com/book/54127.htm"
"148"	"地骨宝鉴"	"开水豆腐"	"28.0万点击"	"100.0万字"	"[都市, 鉴宝, 碾压, 机智]"	"253推荐"	"  古董界“赵钱孙李”四大家族元老级人物在一天之内死亡，其家族发布“金牙令”悬赏捉凶，引发一系列离奇怪事。“我”因为经济窘迫，和朋友镇外环（王红旗）一起加入其中，发现该事真是有人阴谋策划，遂有退出念头，无奈深陷其中，自身难保，只有找出真相，才能全身而退。无奈之下，只能继续追查，经过漫长的追查，发现是因为《地骨宝鉴》中提到的上古神器“鉴心镜”引发的家族内斗。我和王红旗因为提前查到原因，被人暗中追杀，危机重重，幸好有高人保护，才化险为夷，最终揭发阴谋，拿钱隐世。 "	"更新时间：2020-05-24 16:25:11"	"http://www.shuhai.com/book/57084.htm"
"149"	"桃花鬼医"	"魅力大叔"	"260.8万点击"	"214.8万字"	"[都市, 神医, 扮猪吃虎]"	"2377推荐"	"  手握万贯家财、权势滔天又如何？不把孙女乖乖的送给我做女人，我就不给你治病。  医术冠绝古今又如何？活不过20岁也不过昙花一现。  且看痞气鬼医，如何横行都市；如何战败世界各国医王振兴中医； "	"更新时间：2016-04-30 00:04:00"	"http://www.shuhai.com/book/37770.htm"
"150"	"医圣狂婿"	"信封无言"	"61.0万点击"	"87.9万字"	"[玄幻, 神医]"	"571推荐"	"  在这之前，他只不过是一个受尽万人凌辱的、毫无尊严的上门女婿，可在这件事情发生之后，这一切都变了。  全球500强前十企业的女老板、商业优秀人士、社会精英阶层、跨国际大公司……统统自己主动送上门来！  这一次，一切都会变得不可思议。  一手至高医术，他将彻底改写自己这窝囊的前半生。而他的后半生，注定是金灿辉煌！ "	"更新时间：2020-11-04 11:46:55"	"http://www.shuhai.com/book/57021.htm"
"151"	"神医：开局一招徒手掏心"	"成神2021"	"28.1万点击"	"24.6万字"	"[都市, 神医, 强者, 热血, 爽文]"	"6推荐"	"  秦枫穿越平行世界，激活金手指，每天签到奖励世界级医学能力。  【叮！宿主签到成功，获得奖励世界级心脏全科手术能力。】  【叮！宿主签到成功，获得奖励世界阑尾炎手术能力。】  就这样，一手徒手掏心的止血法，一台让人震惊的心外科手术，让所有人知晓秦枫。  秦枫：“我本不想高调啊！奈何实力不允许啊！”  心外科专家陈家栋：“秦老师，求你让我当助手吧！”  某一级医院教授：“秦教授，求你来我院帮忙飞刀一手吧。”  某癌症患者：“我做梦都想不到，我还活着，秦教授居然治好了我的癌症。”  金手指：  签到系统，宿主每天签到都会得到不同的世界级医学能力，能力直接刻印在脑海，像是宿主与生俱来一样。 "	"更新时间：2021-05-18 20:46:13"	"http://www.shuhai.com/book/101728.htm"
